id,created_at,data
2788,2026-02-11T16:11:01.095Z,"{""createdAt"":""2026-02-11T16:11:01.095Z"",""source"":{""file"":""remote:20260211131358"",""sessionId"":""20260211131358"",""sampleIndex"":1212,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211131358"",""createdAt"":""2026-02-11T12:13:58.914Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""24022312-f980-4eff-89c7-dae430cccd81""},""sample"":{""index"":1212,""timeMs"":963627,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0004000000/0044400000/3447773550/4475533220"",""hold"":""I"",""labels"":[""S"",""I"",""L"",""Z"",""J"",""O""],""label_context"":{""playstyle"":""beginner""}}"
2789,2026-02-11T16:11:08.328Z,"{""createdAt"":""2026-02-11T16:11:08.328Z"",""source"":{""file"":""remote:20260211152101"",""sessionId"":""20260211152101"",""sampleIndex"":739,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211152101"",""createdAt"":""2026-02-11T14:21:01.415Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":739,""timeMs"":558274,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0070044000/7776445500/2246667550/2244777220/1224666220/1227666220/1777622220/1777622220/7731111220"",""hold"":""I"",""labels"":[""I"",""T"",""O"",""L"",""S"",""Z""],""label_context"":{""playstyle"":""beginner""}}"
2790,2026-02-11T16:11:14.361Z,"{""createdAt"":""2026-02-11T16:11:14.361Z"",""source"":{""file"":""remote:20260211131358"",""sessionId"":""20260211131358"",""sampleIndex"":695,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211131358"",""createdAt"":""2026-02-11T12:13:58.914Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""24022312-f980-4eff-89c7-dae430cccd81""},""sample"":{""index"":695,""timeMs"":605166,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/1000000000/1005000000/1055440060/1554430060/5522333660/5322553330/3334455310/7644111110/7666111110/7711115510"",""hold"":""S"",""labels"":[""I"",""O"",""T"",""Z""],""label_context"":{""playstyle"":""beginner""}}"
2791,2026-02-11T16:11:22.261Z,"{""createdAt"":""2026-02-11T16:11:22.261Z"",""source"":{""file"":""remote:20260211152101"",""sessionId"":""20260211152101"",""sampleIndex"":686,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211152101"",""createdAt"":""2026-02-11T14:21:01.415Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":686,""timeMs"":521455,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000022000/0077722220/6675555220/6666555570/6666447770/7664433350/7666673550"",""hold"":""I"",""labels"":[""I"",""S"",""O"",""L""],""label_context"":{""playstyle"":""beginner""}}"
2792,2026-02-11T16:11:24.761Z,"{""createdAt"":""2026-02-11T16:11:24.761Z"",""source"":{""file"":""remote:20260211023737"",""sessionId"":""20260211023737"",""sampleIndex"":403,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211023737"",""createdAt"":""2026-02-11T01:37:37.331Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":403,""timeMs"":371876,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/7771111770/7522111170/5522555570/5111155550/1111111170/1111167770/1111166670/1226667770"",""hold"":""J"",""labels"":[""I""],""label_context"":{""playstyle"":""beginner""}}"
2793,2026-02-11T16:11:31.794Z,"{""createdAt"":""2026-02-11T16:11:31.794Z"",""source"":{""file"":""remote:20260211023737"",""sessionId"":""20260211023737"",""sampleIndex"":525,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211023737"",""createdAt"":""2026-02-11T01:37:37.331Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":525,""timeMs"":477062,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/1111225500/1111227550/2275577760/7773336660/1111376220/7227776220/7226666660"",""hold"":""I"",""labels"":[""L""],""label_context"":{""playstyle"":""beginner""}}"
2794,2026-02-11T16:11:43.661Z,"{""createdAt"":""2026-02-11T16:11:43.661Z"",""source"":{""file"":""remote:20260211161854"",""sessionId"":""20260211161854"",""sampleIndex"":429,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211161854"",""createdAt"":""2026-02-11T15:18:54.522Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":429,""timeMs"":345234,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000777000/7776766660/7556667660/7655777660/7666333220/7766635220/1111655440/7774454470/7644227770/6666226660"",""hold"":""I"",""labels"":[""I"",""S"",""O"",""Z"",""J"",""L"",""T""],""label_context"":{""playstyle"":""beginner""}}"
2795,2026-02-11T16:11:51.362Z,"{""createdAt"":""2026-02-11T16:11:51.362Z"",""source"":{""file"":""remote:20260211023326"",""sessionId"":""20260211023326"",""sampleIndex"":86,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211023326"",""createdAt"":""2026-02-11T01:33:26.069Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":86,""timeMs"":74197,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/6007777000/6667777760/1111577760/7225522660/7225722220/7777744220/6664444430/2264444330"",""hold"":null,""labels"":[""I"",""Z"",""O""],""label_context"":{""playstyle"":""beginner""}}"
2796,2026-02-11T16:12:00.345Z,"{""createdAt"":""2026-02-11T16:12:00.345Z"",""source"":{""file"":""remote:20260211023737"",""sessionId"":""20260211023737"",""sampleIndex"":810,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211023737"",""createdAt"":""2026-02-11T01:37:37.331Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":810,""timeMs"":720567,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0441300000/4471336660/7771377760/6661576660/5565544660/6667226660/5544554470"",""hold"":""I"",""labels"":[""I"",""T"",""Z"",""L""],""label_context"":{""playstyle"":""beginner""}}"
2797,2026-02-11T16:12:08.561Z,"{""createdAt"":""2026-02-11T16:12:08.561Z"",""source"":{""file"":""remote:20260211161854"",""sessionId"":""20260211161854"",""sampleIndex"":194,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211161854"",""createdAt"":""2026-02-11T15:18:54.522Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":194,""timeMs"":160513,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/5500000000/3550002260/3355552260/3555555660/6655511110/6225552260/6225552260/1111544660"",""hold"":""I"",""labels"":[""Z"",""L"",""J"",""T"",""I"",""S""],""label_context"":{""playstyle"":""beginner""}}"
2798,2026-02-11T16:12:21.628Z,"{""createdAt"":""2026-02-11T16:12:21.628Z"",""source"":{""file"":""remote:20260211131358"",""sessionId"":""20260211131358"",""sampleIndex"":846,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211131358"",""createdAt"":""2026-02-11T12:13:58.914Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""24022312-f980-4eff-89c7-dae430cccd81""},""sample"":{""index"":846,""timeMs"":712376,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/7226000000/7226000000/7766777000/7774722220"",""hold"":""T"",""labels"":[""O"",""J"",""Z"",""T"",""I""],""label_context"":{""playstyle"":""beginner""}}"
2799,2026-02-11T16:12:27.412Z,"{""createdAt"":""2026-02-11T16:12:27.412Z"",""source"":{""file"":""remote:20260211023737"",""sessionId"":""20260211023737"",""sampleIndex"":990,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211023737"",""createdAt"":""2026-02-11T01:37:37.331Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":990,""timeMs"":877321,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000550000/3004455010/3344220010/3777224410/3772244410/3372244440/3677445540/6666226550"",""hold"":""I"",""labels"":[""J"",""I"",""Z"",""S""],""label_context"":{""playstyle"":""beginner""}}"
2800,2026-02-11T16:12:38.428Z,"{""createdAt"":""2026-02-11T16:12:38.428Z"",""source"":{""file"":""remote:20260211152101"",""sessionId"":""20260211152101"",""sampleIndex"":506,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211152101"",""createdAt"":""2026-02-11T14:21:01.415Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":506,""timeMs"":388153,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0070000000/0070007770/7677557220/7666455220/7755446660"",""hold"":""Z"",""labels"":[""O"",""J"",""I"",""S"",""T""],""label_context"":{""playstyle"":""beginner""}}"
2801,2026-02-11T16:12:47.544Z,"{""createdAt"":""2026-02-11T16:12:47.544Z"",""source"":{""file"":""remote:20260211131358"",""sessionId"":""20260211131358"",""sampleIndex"":1136,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211131358"",""createdAt"":""2026-02-11T12:13:58.914Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""24022312-f980-4eff-89c7-dae430cccd81""},""sample"":{""index"":1136,""timeMs"":911058,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/7770022400/7445522440/4460554440/2266644550/1445533550/1225533330"",""hold"":""J"",""labels"":[""I"",""S""],""label_context"":{""playstyle"":""beginner""}}"
2802,2026-02-11T16:12:56.129Z,"{""createdAt"":""2026-02-11T16:12:56.129Z"",""source"":{""file"":""remote:20260211023326"",""sessionId"":""20260211023326"",""sampleIndex"":56,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211023326"",""createdAt"":""2026-02-11T01:33:26.069Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":56,""timeMs"":50480,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0055040000/0075544220/7777774220/6667446660"",""hold"":null,""labels"":[""O"",""L"",""T"",""J"",""I"",""S"",""Z""],""label_context"":{""playstyle"":""beginner""}}"
2803,2026-02-11T16:13:08.545Z,"{""createdAt"":""2026-02-11T16:13:08.545Z"",""source"":{""file"":""remote:20260211023737"",""sessionId"":""20260211023737"",""sampleIndex"":417,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211023737"",""createdAt"":""2026-02-11T01:37:37.331Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":417,""timeMs"":386260,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000"",""hold"":""S"",""labels"":[""O"",""J"",""L"",""T"",""I""],""label_context"":{""playstyle"":""beginner""}}"
2804,2026-02-11T16:13:16.945Z,"{""createdAt"":""2026-02-11T16:13:16.945Z"",""source"":{""file"":""remote:20260211161854"",""sessionId"":""20260211161854"",""sampleIndex"":95,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211161854"",""createdAt"":""2026-02-11T15:18:54.522Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":95,""timeMs"":72760,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0066600030/0076677330/2276667130/2277447110/6654444110/6553444110/6533554410/7773655430/7777666330"",""hold"":null,""labels"":[""O"",""I"",""S"",""Z""],""label_context"":{""playstyle"":""beginner""}}"
2805,2026-02-11T16:13:24.978Z,"{""createdAt"":""2026-02-11T16:13:24.978Z"",""source"":{""file"":""remote:20260211161854"",""sessionId"":""20260211161854"",""sampleIndex"":537,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211161854"",""createdAt"":""2026-02-11T15:18:54.522Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":537,""timeMs"":431270,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000555500/0004455550/2244222210/2244222210/6447772210/6667222210/7777224450/7777644550"",""hold"":""I"",""labels"":[""I"",""J"",""S"",""T"",""O""],""label_context"":{""playstyle"":""beginner""}}"
2806,2026-02-11T16:13:33.462Z,"{""createdAt"":""2026-02-11T16:13:33.462Z"",""source"":{""file"":""remote:20260211161854"",""sessionId"":""20260211161854"",""sampleIndex"":74,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211161854"",""createdAt"":""2026-02-11T15:18:54.522Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":74,""timeMs"":57377,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/6011115500/6661111550/1111226660/6655224460/6555544220/6355333220/3335536660/2255555560"",""hold"":null,""labels"":[""I"",""T"",""S""],""label_context"":{""playstyle"":""beginner""}}"
2807,2026-02-11T16:13:42.228Z,"{""createdAt"":""2026-02-11T16:13:42.228Z"",""source"":{""file"":""remote:20260211161854"",""sessionId"":""20260211161854"",""sampleIndex"":62,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211161854"",""createdAt"":""2026-02-11T15:18:54.522Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":62,""timeMs"":49060,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0550000000/0355333000/3335536660/2255555560/2235544550/6333446660/6666111160/7776666660"",""hold"":null,""labels"":[""I"",""J"",""Z"",""O""],""label_context"":{""playstyle"":""beginner""}}"
2808,2026-02-11T16:13:50.328Z,"{""createdAt"":""2026-02-11T16:13:50.328Z"",""source"":{""file"":""remote:20260211140728"",""sessionId"":""20260211140728"",""sampleIndex"":131,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211140728"",""createdAt"":""2026-02-11T13:07:28.911Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""24022312-f980-4eff-89c7-dae430cccd81""},""sample"":{""index"":131,""timeMs"":85641,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0300000000/3340000000/6344000000/6664306000/7773336660/7441111220"",""hold"":""Z"",""labels"":[""T"",""J"",""O"",""I""],""label_context"":{""playstyle"":""beginner""}}"
2809,2026-02-11T16:13:58.461Z,"{""createdAt"":""2026-02-11T16:13:58.461Z"",""source"":{""file"":""remote:20260211131358"",""sessionId"":""20260211131358"",""sampleIndex"":872,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211131358"",""createdAt"":""2026-02-11T12:13:58.914Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""24022312-f980-4eff-89c7-dae430cccd81""},""sample"":{""index"":872,""timeMs"":729697,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0076000000/7776007770/6666447220"",""hold"":""T"",""labels"":[""O"",""L"",""S""],""label_context"":{""playstyle"":""beginner""}}"
2810,2026-02-11T16:14:06.112Z,"{""createdAt"":""2026-02-11T16:14:06.112Z"",""source"":{""file"":""remote:20260211161854"",""sessionId"":""20260211161854"",""sampleIndex"":186,""shownCount"":1},""snapshot_meta"":{""session"":{""id"":""20260211161854"",""createdAt"":""2026-02-11T15:18:54.522Z"",""protocolVersion"":2,""rows"":20,""cols"":10,""settings"":{""game"":{""gravityMs"":800,""softDropMs"":0,""lockDelayMs"":500,""hardLockDelayMs"":2000},""generator"":{""type"":""ml"",""ml"":{""strategy"":""threshold"",""temperature"":1.5,""threshold"":0.1}}},""mode"":{""id"":""practice"",""options"":{}},""buildVersion"":""0.2.3"",""model_url"":""/models/model_v2.json"",""device_id"":""6bf0d205-0327-4af0-93ac-f09bec0d9c20""},""sample"":{""index"":186,""timeMs"":154496,""trigger"":""lock"",""level"":0,""score"":0}},""board"":""0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/0000000000/6600500000/6225552260/6225552260/1111544660"",""hold"":""I"",""labels"":[""I"",""S"",""Z"",""L"",""O"",""J""],""label_context"":{""playstyle"":""beginner""}}"
